Identifier,Ct,Gene,Efficiancy ,Ben_abs,Ben_rel
201,27.23,SWS1,1.042634,0.7795,0.9083
201,25.72,SWS1,1.042634,0.7795,0.9083
201,27.97,SWS1,1.042634,0.7795,0.9083
202,29.04,SWS1,1.042634,0.7795,0.9083
202,26.6,SWS1,1.042634,0.7795,0.9083
202,28.77,SWS1,1.042634,0.7795,0.9083
203,30.34,SWS1,1.042634,0.7795,0.9083
203,29.99,SWS1,1.042634,0.7795,0.9083
204,25.73,SWS1,1.042634,0.7795,0.9083
204,24.83,SWS1,1.042634,0.7795,0.9083
205,25.43,SWS1,1.042634,0.7795,0.9083
205,25.29,SWS1,1.042634,0.7795,0.9083
206,24.82,SWS1,1.042634,0.7795,0.9083
206,24.97,SWS1,1.042634,0.7795,0.9083
242,30.36,SWS1,1.042634,0.7795,0.9083
242,30.29,SWS1,1.042634,0.7795,0.9083
244,26.33,SWS1,1.042634,0.7795,0.9083
244,26.01,SWS1,1.042634,0.7795,0.9083
245,27.48,SWS1,1.042634,0.7795,0.9083
245,27.72,SWS1,1.042634,0.7795,0.9083
246,24.79,SWS1,1.042634,0.7795,0.9083
246,25.22,SWS1,1.042634,0.7795,0.9083
247,25.08,SWS1,1.042634,0.7795,0.9083
247,25.36,SWS1,1.042634,0.7795,0.9083
248,28.92,SWS1,1.042634,0.7795,0.9083
248,28.66,SWS1,1.042634,0.7795,0.9083
249,28.79,SWS1,1.042634,0.7795,0.9083
249,28.9,SWS1,1.042634,0.7795,0.9083
260,31.69,SWS1,1.042634,0.7795,0.9083
260,31.58,SWS1,1.042634,0.7795,0.9083
261,29.23,SWS1,1.042634,0.7795,0.9083
261,29.25,SWS1,1.042634,0.7795,0.9083
262,31.25,SWS1,1.042634,0.7795,0.9083
262,31.45,SWS1,1.042634,0.7795,0.9083
264,27.09,SWS1,1.042634,0.7795,0.9083
264,27.21,SWS1,1.042634,0.7795,0.9083
265,25.96,SWS1,1.042634,0.7795,0.9083
265,23.03,SWS1,1.042634,0.7795,0.9083
265,25.34,SWS1,1.042634,0.7795,0.9083
266,25.38,SWS1,1.042634,0.7795,0.9083
266,25.57,SWS1,1.042634,0.7795,0.9083
267,27.93,SWS1,1.042634,0.7795,0.9083
267,27.49,SWS1,1.042634,0.7795,0.9083
365,27.72,SWS1,1.042634,0.7795,0.9083
365,27.45,SWS1,1.042634,0.7795,0.9083
366,24.92,SWS1,1.042634,0.7795,0.9083
366,24.99,SWS1,1.042634,0.7795,0.9083
367,25.88,SWS1,1.042634,0.7795,0.9083
367,26.65,SWS1,1.042634,0.7795,0.9083
368,24.87,SWS1,1.042634,0.7795,0.9083
368,25.04,SWS1,1.042634,0.7795,0.9083
369,27.83,SWS1,1.042634,0.7795,0.9083
369,28.19,SWS1,1.042634,0.7795,0.9083
370,27.33,SWS1,1.042634,0.7795,0.9083
370,27.28,SWS1,1.042634,0.7795,0.9083
371,28.21,SWS1,1.042634,0.7795,0.9083
371,28.36,SWS1,1.042634,0.7795,0.9083
472,29.99,SWS1,1.042634,0.7795,0.9083
472,29.61,SWS1,1.042634,0.7795,0.9083
474,28.28,SWS1,1.042634,0.7795,0.9083
474,28.15,SWS1,1.042634,0.7795,0.9083
475,31.38,SWS1,1.042634,0.7795,0.9083
475,30.29,SWS1,1.042634,0.7795,0.9083
476,25.08,SWS1,1.042634,0.7795,0.9083
476,24.95,SWS1,1.042634,0.7795,0.9083
477,24.93,SWS1,1.042634,0.7795,0.9083
477,24.93,SWS1,1.042634,0.7795,0.9083
478,23.78,SWS1,1.042634,0.7795,0.9083
478,23.85,SWS1,1.042634,0.7795,0.9083
479,26.72,SWS1,1.042634,0.7795,0.9083
479,26.96,SWS1,1.042634,0.7795,0.9083
502,34.86,SWS1,1.042634,0.7795,0.9083
502,36.82,SWS1,1.042634,0.7795,0.9083
502,36.62,SWS1,1.042634,0.7795,0.9083
503,30,SWS1,1.042634,0.7795,0.9083
503,29.94,SWS1,1.042634,0.7795,0.9083
505,30.01,SWS1,1.042634,0.7795,0.9083
505,30.1,SWS1,1.042634,0.7795,0.9083
506,25.69,SWS1,1.042634,0.7795,0.9083
506,25.66,SWS1,1.042634,0.7795,0.9083
507,24.67,SWS1,1.042634,0.7795,0.9083
507,24.78,SWS1,1.042634,0.7795,0.9083
508,25.3,SWS1,1.042634,0.7795,0.9083
508,25.21,SWS1,1.042634,0.7795,0.9083
509,28.32,SWS1,1.042634,0.7795,0.9083
509,28.29,SWS1,1.042634,0.7795,0.9083
523,30.97,SWS1,1.042634,0.7795,0.9083
523,31.5,SWS1,1.042634,0.7795,0.9083
524,30.12,SWS1,1.042634,0.7795,0.9083
524,30.35,SWS1,1.042634,0.7795,0.9083
526,28.97,SWS1,1.042634,0.7795,0.9083
526,29.42,SWS1,1.042634,0.7795,0.9083
527,25.28,SWS1,1.042634,0.7795,0.9083
527,25.15,SWS1,1.042634,0.7795,0.9083
528,24.07,SWS1,1.042634,0.7795,0.9083
528,24.05,SWS1,1.042634,0.7795,0.9083
529,24.69,SWS1,1.042634,0.7795,0.9083
529,24.65,SWS1,1.042634,0.7795,0.9083
530,27.25,SWS1,1.042634,0.7795,0.9083
530,27.19,SWS1,1.042634,0.7795,0.9083
590,30.75,SWS1,1.042634,0.7795,0.9083
590,30.26,SWS1,1.042634,0.7795,0.9083
591,29.82,SWS1,1.042634,0.7795,0.9083
591,29.96,SWS1,1.042634,0.7795,0.9083
592,23.57,SWS1,1.042634,0.7795,0.9083
592,23.79,SWS1,1.042634,0.7795,0.9083
593,24.32,SWS1,1.042634,0.7795,0.9083
593,24.55,SWS1,1.042634,0.7795,0.9083
594,24.71,SWS1,1.042634,0.7795,0.9083
594,24.9,SWS1,1.042634,0.7795,0.9083
595,26.44,SWS1,1.042634,0.7795,0.9083
595,26.14,SWS1,1.042634,0.7795,0.9083
596,27.11,SWS1,1.042634,0.7795,0.9083
596,27.03,SWS1,1.042634,0.7795,0.9083
200,38.14,SWS2A,0.8699094,0.7609,0.8866
200,33.83,SWS2A,0.8699094,0.7609,0.8866
200,35.23,SWS2A,0.8699094,0.7609,0.8866
201,35.7,SWS2A,0.8699094,0.7609,0.8866
201,34.33,SWS2A,0.8699094,0.7609,0.8866
202,34.21,SWS2A,0.8699094,0.7609,0.8866
202,40,SWS2A,0.8699094,0.7609,0.8866
202,35.39,SWS2A,0.8699094,0.7609,0.8866
203,33.88,SWS2A,0.8699094,0.7609,0.8866
203,33.78,SWS2A,0.8699094,0.7609,0.8866
204,34.13,SWS2A,0.8699094,0.7609,0.8866
204,40,SWS2A,0.8699094,0.7609,0.8866
204,33.79,SWS2A,0.8699094,0.7609,0.8866
205,33.2,SWS2A,0.8699094,0.7609,0.8866
205,32.83,SWS2A,0.8699094,0.7609,0.8866
206,31.33,SWS2A,0.8699094,0.7609,0.8866
206,31.62,SWS2A,0.8699094,0.7609,0.8866
242,33.02,SWS2A,0.8699094,0.7609,0.8866
242,33.32,SWS2A,0.8699094,0.7609,0.8866
244,34.74,SWS2A,0.8699094,0.7609,0.8866
244,33.13,SWS2A,0.8699094,0.7609,0.8866
244,33.77,SWS2A,0.8699094,0.7609,0.8866
245,34.71,SWS2A,0.8699094,0.7609,0.8866
245,34.5,SWS2A,0.8699094,0.7609,0.8866
246,31.55,SWS2A,0.8699094,0.7609,0.8866
246,31.06,SWS2A,0.8699094,0.7609,0.8866
247,32.33,SWS2A,0.8699094,0.7609,0.8866
247,31.84,SWS2A,0.8699094,0.7609,0.8866
248,34.75,SWS2A,0.8699094,0.7609,0.8866
248,35.03,SWS2A,0.8699094,0.7609,0.8866
249,33.85,SWS2A,0.8699094,0.7609,0.8866
249,34.22,SWS2A,0.8699094,0.7609,0.8866
260,33.82,SWS2A,0.8699094,0.7609,0.8866
260,36.35,SWS2A,0.8699094,0.7609,0.8866
260,34.75,SWS2A,0.8699094,0.7609,0.8866
261,35.96,SWS2A,0.8699094,0.7609,0.8866
261,35.12,SWS2A,0.8699094,0.7609,0.8866
262,34.18,SWS2A,0.8699094,0.7609,0.8866
262,33.59,SWS2A,0.8699094,0.7609,0.8866
264,31.66,SWS2A,0.8699094,0.7609,0.8866
264,31.81,SWS2A,0.8699094,0.7609,0.8866
265,32.81,SWS2A,0.8699094,0.7609,0.8866
265,33.19,SWS2A,0.8699094,0.7609,0.8866
266,32.21,SWS2A,0.8699094,0.7609,0.8866
266,32.28,SWS2A,0.8699094,0.7609,0.8866
267,33.65,SWS2A,0.8699094,0.7609,0.8866
267,33.51,SWS2A,0.8699094,0.7609,0.8866
365,35.73,SWS2A,0.8699094,0.7609,0.8866
365,35.03,SWS2A,0.8699094,0.7609,0.8866
366,32.22,SWS2A,0.8699094,0.7609,0.8866
366,32,SWS2A,0.8699094,0.7609,0.8866
367,33.01,SWS2A,0.8699094,0.7609,0.8866
367,35.3,SWS2A,0.8699094,0.7609,0.8866
367,33.15,SWS2A,0.8699094,0.7609,0.8866
368,33.16,SWS2A,0.8699094,0.7609,0.8866
368,32.2,SWS2A,0.8699094,0.7609,0.8866
369,35.21,SWS2A,0.8699094,0.7609,0.8866
369,34.52,SWS2A,0.8699094,0.7609,0.8866
369,40,SWS2A,0.8699094,0.7609,0.8866
370,36.16,SWS2A,0.8699094,0.7609,0.8866
370,35.2,SWS2A,0.8699094,0.7609,0.8866
371,33.22,SWS2A,0.8699094,0.7609,0.8866
371,33.32,SWS2A,0.8699094,0.7609,0.8866
472,33.33,SWS2A,0.8699094,0.7609,0.8866
472,33.33,SWS2A,0.8699094,0.7609,0.8866
474,33.49,SWS2A,0.8699094,0.7609,0.8866
474,34.4,SWS2A,0.8699094,0.7609,0.8866
475,34.25,SWS2A,0.8699094,0.7609,0.8866
475,35.01,SWS2A,0.8699094,0.7609,0.8866
476,32.91,SWS2A,0.8699094,0.7609,0.8866
476,33.86,SWS2A,0.8699094,0.7609,0.8866
477,32.62,SWS2A,0.8699094,0.7609,0.8866
477,31.92,SWS2A,0.8699094,0.7609,0.8866
478,31.26,SWS2A,0.8699094,0.7609,0.8866
478,31.75,SWS2A,0.8699094,0.7609,0.8866
479,34.69,SWS2A,0.8699094,0.7609,0.8866
479,33.55,SWS2A,0.8699094,0.7609,0.8866
502,40,SWS2A,0.8699094,0.7609,0.8866
502,40,SWS2A,0.8699094,0.7609,0.8866
502,40,SWS2A,0.8699094,0.7609,0.8866
503,40,SWS2A,0.8699094,0.7609,0.8866
503,33.52,SWS2A,0.8699094,0.7609,0.8866
503,36.7,SWS2A,0.8699094,0.7609,0.8866
505,40,SWS2A,0.8699094,0.7609,0.8866
505,36.74,SWS2A,0.8699094,0.7609,0.8866
505,34.36,SWS2A,0.8699094,0.7609,0.8866
506,32.49,SWS2A,0.8699094,0.7609,0.8866
506,33.98,SWS2A,0.8699094,0.7609,0.8866
506,32.95,SWS2A,0.8699094,0.7609,0.8866
507,32.3,SWS2A,0.8699094,0.7609,0.8866
507,31.67,SWS2A,0.8699094,0.7609,0.8866
508,32.14,SWS2A,0.8699094,0.7609,0.8866
508,32.07,SWS2A,0.8699094,0.7609,0.8866
509,33.86,SWS2A,0.8699094,0.7609,0.8866
509,33.95,SWS2A,0.8699094,0.7609,0.8866
523,32.89,SWS2A,0.8699094,0.7609,0.8866
523,33.65,SWS2A,0.8699094,0.7609,0.8866
524,35.75,SWS2A,0.8699094,0.7609,0.8866
524,35.48,SWS2A,0.8699094,0.7609,0.8866
524,40,SWS2A,0.8699094,0.7609,0.8866
526,34.57,SWS2A,0.8699094,0.7609,0.8866
526,32.75,SWS2A,0.8699094,0.7609,0.8866
526,34.83,SWS2A,0.8699094,0.7609,0.8866
527,31.75,SWS2A,0.8699094,0.7609,0.8866
527,32.03,SWS2A,0.8699094,0.7609,0.8866
528,31.88,SWS2A,0.8699094,0.7609,0.8866
528,31.43,SWS2A,0.8699094,0.7609,0.8866
529,32.8,SWS2A,0.8699094,0.7609,0.8866
529,33.05,SWS2A,0.8699094,0.7609,0.8866
530,33.9,SWS2A,0.8699094,0.7609,0.8866
530,35.56,SWS2A,0.8699094,0.7609,0.8866
530,33.91,SWS2A,0.8699094,0.7609,0.8866
590,40,SWS2A,0.8699094,0.7609,0.8866
590,33.77,SWS2A,0.8699094,0.7609,0.8866
590,35.28,SWS2A,0.8699094,0.7609,0.8866
591,33.01,SWS2A,0.8699094,0.7609,0.8866
591,32.61,SWS2A,0.8699094,0.7609,0.8866
592,31.31,SWS2A,0.8699094,0.7609,0.8866
592,30.92,SWS2A,0.8699094,0.7609,0.8866
593,32.2,SWS2A,0.8699094,0.7609,0.8866
593,31.95,SWS2A,0.8699094,0.7609,0.8866
594,31.83,SWS2A,0.8699094,0.7609,0.8866
594,32.22,SWS2A,0.8699094,0.7609,0.8866
595,32.51,SWS2A,0.8699094,0.7609,0.8866
595,35.47,SWS2A,0.8699094,0.7609,0.8866
595,34.41,SWS2A,0.8699094,0.7609,0.8866
596,33.1,SWS2A,0.8699094,0.7609,0.8866
596,32.21,SWS2A,0.8699094,0.7609,0.8866
200,26.01,SWS2B,0.8782115,0.7823,0.9115
200,25.69,SWS2B,0.8782115,0.7823,0.9115
201,25.55,SWS2B,0.8782115,0.7823,0.9115
201,25.66,SWS2B,0.8782115,0.7823,0.9115
202,27.32,SWS2B,0.8782115,0.7823,0.9115
202,26.79,SWS2B,0.8782115,0.7823,0.9115
203,26,SWS2B,0.8782115,0.7823,0.9115
203,26.11,SWS2B,0.8782115,0.7823,0.9115
204,24.81,SWS2B,0.8782115,0.7823,0.9115
204,24.92,SWS2B,0.8782115,0.7823,0.9115
205,24.41,SWS2B,0.8782115,0.7823,0.9115
205,24.48,SWS2B,0.8782115,0.7823,0.9115
206,24.41,SWS2B,0.8782115,0.7823,0.9115
206,24.73,SWS2B,0.8782115,0.7823,0.9115
242,25.51,SWS2B,0.8782115,0.7823,0.9115
242,25.46,SWS2B,0.8782115,0.7823,0.9115
244,25.19,SWS2B,0.8782115,0.7823,0.9115
244,24.93,SWS2B,0.8782115,0.7823,0.9115
245,25.94,SWS2B,0.8782115,0.7823,0.9115
245,25.85,SWS2B,0.8782115,0.7823,0.9115
246,23.96,SWS2B,0.8782115,0.7823,0.9115
246,23.9,SWS2B,0.8782115,0.7823,0.9115
247,23.87,SWS2B,0.8782115,0.7823,0.9115
247,23.91,SWS2B,0.8782115,0.7823,0.9115
248,26.1,SWS2B,0.8782115,0.7823,0.9115
248,26.13,SWS2B,0.8782115,0.7823,0.9115
249,26.73,SWS2B,0.8782115,0.7823,0.9115
249,26.73,SWS2B,0.8782115,0.7823,0.9115
260,26.72,SWS2B,0.8782115,0.7823,0.9115
260,26.7,SWS2B,0.8782115,0.7823,0.9115
261,27.09,SWS2B,0.8782115,0.7823,0.9115
261,27.02,SWS2B,0.8782115,0.7823,0.9115
262,27.47,SWS2B,0.8782115,0.7823,0.9115
262,27.41,SWS2B,0.8782115,0.7823,0.9115
264,24.77,SWS2B,0.8782115,0.7823,0.9115
264,24.72,SWS2B,0.8782115,0.7823,0.9115
265,25.07,SWS2B,0.8782115,0.7823,0.9115
265,25.03,SWS2B,0.8782115,0.7823,0.9115
266,24.89,SWS2B,0.8782115,0.7823,0.9115
266,24.74,SWS2B,0.8782115,0.7823,0.9115
267,26.36,SWS2B,0.8782115,0.7823,0.9115
267,26.18,SWS2B,0.8782115,0.7823,0.9115
365,25.17,SWS2B,0.8782115,0.7823,0.9115
365,24.97,SWS2B,0.8782115,0.7823,0.9115
366,24.1,SWS2B,0.8782115,0.7823,0.9115
366,24.24,SWS2B,0.8782115,0.7823,0.9115
367,25.01,SWS2B,0.8782115,0.7823,0.9115
367,25.15,SWS2B,0.8782115,0.7823,0.9115
368,23.6,SWS2B,0.8782115,0.7823,0.9115
368,24.02,SWS2B,0.8782115,0.7823,0.9115
369,26.04,SWS2B,0.8782115,0.7823,0.9115
369,26.09,SWS2B,0.8782115,0.7823,0.9115
370,25.71,SWS2B,0.8782115,0.7823,0.9115
370,25.57,SWS2B,0.8782115,0.7823,0.9115
371,25.72,SWS2B,0.8782115,0.7823,0.9115
371,25.76,SWS2B,0.8782115,0.7823,0.9115
472,25.29,SWS2B,0.8782115,0.7823,0.9115
472,25.61,SWS2B,0.8782115,0.7823,0.9115
474,25.26,SWS2B,0.8782115,0.7823,0.9115
474,25.47,SWS2B,0.8782115,0.7823,0.9115
475,27.07,SWS2B,0.8782115,0.7823,0.9115
475,26.26,SWS2B,0.8782115,0.7823,0.9115
476,23.94,SWS2B,0.8782115,0.7823,0.9115
476,23.96,SWS2B,0.8782115,0.7823,0.9115
477,23.74,SWS2B,0.8782115,0.7823,0.9115
477,23.58,SWS2B,0.8782115,0.7823,0.9115
478,22.82,SWS2B,0.8782115,0.7823,0.9115
478,22.6,SWS2B,0.8782115,0.7823,0.9115
479,24.74,SWS2B,0.8782115,0.7823,0.9115
479,24.88,SWS2B,0.8782115,0.7823,0.9115
502,28.99,SWS2B,0.8782115,0.7823,0.9115
502,29.45,SWS2B,0.8782115,0.7823,0.9115
503,27.87,SWS2B,0.8782115,0.7823,0.9115
503,27.85,SWS2B,0.8782115,0.7823,0.9115
505,26.99,SWS2B,0.8782115,0.7823,0.9115
505,27.11,SWS2B,0.8782115,0.7823,0.9115
506,24.99,SWS2B,0.8782115,0.7823,0.9115
506,24.89,SWS2B,0.8782115,0.7823,0.9115
507,23.99,SWS2B,0.8782115,0.7823,0.9115
507,23.9,SWS2B,0.8782115,0.7823,0.9115
508,24.69,SWS2B,0.8782115,0.7823,0.9115
508,24.74,SWS2B,0.8782115,0.7823,0.9115
509,26.68,SWS2B,0.8782115,0.7823,0.9115
509,26.69,SWS2B,0.8782115,0.7823,0.9115
523,26.35,SWS2B,0.8782115,0.7823,0.9115
523,26.2,SWS2B,0.8782115,0.7823,0.9115
524,26.54,SWS2B,0.8782115,0.7823,0.9115
524,26.47,SWS2B,0.8782115,0.7823,0.9115
526,25.51,SWS2B,0.8782115,0.7823,0.9115
526,25.68,SWS2B,0.8782115,0.7823,0.9115
527,23.81,SWS2B,0.8782115,0.7823,0.9115
527,24.08,SWS2B,0.8782115,0.7823,0.9115
528,22.72,SWS2B,0.8782115,0.7823,0.9115
528,22.76,SWS2B,0.8782115,0.7823,0.9115
529,23.35,SWS2B,0.8782115,0.7823,0.9115
529,23.23,SWS2B,0.8782115,0.7823,0.9115
530,25.25,SWS2B,0.8782115,0.7823,0.9115
530,25.06,SWS2B,0.8782115,0.7823,0.9115
590,27.28,SWS2B,0.8782115,0.7823,0.9115
590,27.26,SWS2B,0.8782115,0.7823,0.9115
591,27.02,SWS2B,0.8782115,0.7823,0.9115
591,27.13,SWS2B,0.8782115,0.7823,0.9115
592,22.75,SWS2B,0.8782115,0.7823,0.9115
592,23.02,SWS2B,0.8782115,0.7823,0.9115
593,23.07,SWS2B,0.8782115,0.7823,0.9115
593,23.43,SWS2B,0.8782115,0.7823,0.9115
594,23.84,SWS2B,0.8782115,0.7823,0.9115
594,24.04,SWS2B,0.8782115,0.7823,0.9115
595,25.08,SWS2B,0.8782115,0.7823,0.9115
595,25.13,SWS2B,0.8782115,0.7823,0.9115
596,25.46,SWS2B,0.8782115,0.7823,0.9115
596,25.51,SWS2B,0.8782115,0.7823,0.9115